职位名,链接,公司,工作地点,薪资,经验,学历
Python开发工程师 Python Dev,http://jobs.51job.com/shanghai-xhq/90560464.html?s=01&t=0,上海能塔智能科技有限公司,上海-徐汇区,1-2万/月,2年经验,本科
Python/php爬虫实习生,http://jobs.51job.com/wuhan-hsq/86169729.html?s=01&t=0,武汉祺景科技有限公司,武汉-洪山区,100元/天,,
服务器开发工程师（Python）,http://jobs.51job.com/liupanshui/84739709.html?s=01&t=0,贵州贝思特智能科技有限公司,六盘水,3-9千/月,1年经验,
Python开发工程师,http://jobs.51job.com/shanghai-ptq/84786839.html?s=01&t=0,鄂尔多斯市创想思维互联网科技有限公司上海分公司,上海-普陀区,1-1.5万/月,1年经验,本科
Python软件工程师,http://jobs.51job.com/guangzhou-thq/49364484.html?s=01&t=0,广州市邦富软件有限公司,广州-天河区,0.8-1万/月,1年经验,大专
资深后端开发（python）/架构师,http://jobs.51job.com/shanghai/79841978.html?s=01&t=0,上海触宝信息技术有限公司,上海,2-3.5万/月,,
Python开发工程师,http://jobs.51job.com/chengdu-gxq/91494601.html?s=01&t=0,一石数字技术成都有限公司,成都-高新区,1-2万/月,,
Python Developer - AAM701,http://jobs.51job.com/beijing-cyq/89968958.html?s=01&t=0,鲁信睿浩,北京-朝阳区,20-30万/年,1年经验,大专
python开发工程师,http://jobs.51job.com/beijing-xcq/86013877.html?s=01&t=0,黑龙江邮政易通信息网络有限责任公司,北京-西城区,0.8-1.5万/月,,
Python开发工程师,http://jobs.51job.com/shanghai-jaq/91270200.html?s=01&t=0,上海迪姿计算机科技有限公司,上海-静安区,0.6-1.1万/月,1年经验,大专
Python工程师,http://jobs.51job.com/guangzhou-thq/90221983.html?s=01&t=0,广州鼎盛互动网络科技有限公司,异地招聘,1.8-2.5万/月,1年经验,大专
go/python服务端开发工程师(广州),http://jobs.51job.com/guangzhou-thq/91744781.html?s=01&t=0,珠海金山软件股份有限公司,广州-天河区,1.3-2.6万/月,,大专
Python高级开发工程师,http://jobs.51job.com/shanghai-jaq/89840694.html?s=01&t=0,上海房金所金融信息服务有限公司,上海-静安区,1.5-2.5万/月,,本科
Python开发工程师,http://jobs.51job.com/shanghai-qpq/90589865.html?s=01&t=0,上海策链信息科技有限公司,上海-青浦区,2-4万/月,,本科
Python开发工程师,http://jobs.51job.com/beijing-hdq/87909041.html?s=01&t=0,慧影医疗科技（北京）有限公司,北京-海淀区,2-4万/月,3-4年经验,本科
测试开发工程师（C++/python）,http://jobs.51job.com/shanghai-pdxq/68233359.html?s=01&t=0,上海墨鹍数码科技有限公司,上海-浦东新区,1.5-2万/月,,本科
Python开发工程师,http://jobs.51job.com/qingdao/85847827.html?s=01&t=0,大连东软思维科技发展有限公司,青岛,0.8-1万/月,,
python开发工程师,http://jobs.51job.com/shanghai-hkq/83294539.html?s=01&t=0,上海杰奕信息技术有限公司,上海-虹口区,0.8-1.2万/月,2年经验,大专
后端开发C++/PYTHON（主程级别）,http://jobs.51job.com/guangzhou/80264738.html?s=01&t=0,广州浩动网络科技有限公司,广州,2-3万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/85014051.html?s=01&t=0,上海驻云信息科技有限公司,上海-浦东新区,1.2-1.8万/月,3-4年经验,大专
Python web(Django)程序员,http://jobs.51job.com/shanghai/88905601.html?s=01&t=0,上海音达科技实业有限公司,上海,1-1.5万/月,2年经验,本科
Python开发工程师（2年左右经验，外包）,http://jobs.51job.com/nanjing/91573349.html?s=01&t=0,南京青花瓷软件科技有限公司,南京,0.6-1.1万/月,1年经验,中专
Python开发工程师,http://jobs.51job.com/guangzhou-thq/91323919.html?s=01&t=0,广州另类网络科技有限公司,广州-天河区,1-1.5万/月,2年经验,大专
python Web 应用开发工程师,http://jobs.51job.com/shenzhen-lgq/90931961.html?s=01&t=0,华耀城控股集团有限公司,深圳-龙岗区,5-6千/月,,本科
Python研发工程师(Django框架),http://jobs.51job.com/xian-ytq/88244273.html?s=01&t=0,陕西泰合信息科技有限公司,西安-雁塔区,0.6-1万/月,,
Python软件工程师,http://jobs.51job.com/beijing-dcq/73551550.html?s=01&t=0,沈阳民航东北凯亚有限公司大连分公司,北京-东城区,0.8-1.2万/月,2年经验,本科
python开发工程师,http://jobs.51job.com/shanghai-cnq/85006219.html?s=01&t=0,上海银硕软件技术有限公司,上海-长宁区,0.6-1.2万/月,,
大数据工程师（Python 爬虫）,http://jobs.51job.com/guangzhou/90153219.html?s=01&t=0,广州星域信息科技有限公司,广州,1.5-2万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/beijing/85054155.html?s=01&t=0,中电科技（北京）有限公司,北京,1-1.5万/月,3-4年经验,本科
python开发工程师,http://jobs.51job.com/beijing/82034361.html?s=01&t=0,北京龙腾佳讯科技股份公司,北京,1-2.5万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shanghai/88398008.html?s=01&t=0,上海移宇科技股份有限公司,上海,12-20万/年,2年经验,本科
Python工程师,http://jobs.51job.com/beijing-cyq/83460128.html?s=01&t=0,北京瑞华康源科技有限公司,北京-朝阳区,1-1.5万/月,2年经验,
Python开发工程师,http://jobs.51job.com/wuhan/90164724.html?s=01&t=0,武汉市柒柒肆玖信息技术有限公司,武汉,0.8-1万/月,2年经验,大专
Python中级开发工程师,http://jobs.51job.com/shanghai-pdxq/89888826.html?s=01&t=0,上海金指软件技术有限公司,上海-浦东新区,1.2-1.8万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/shenzhen/83183372.html?s=01&t=0,深圳市瑞驰信息技术有限公司,深圳,0.5-1.2万/月,1年经验,大专
Python开发工程师,http://jobs.51job.com/beijing-tzq/91559191.html?s=01&t=0,厚纳（北京）文化科技股份有限公司,北京-通州区,1-1.5万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/chengdu-gxq/82690269.html?s=01&t=0,成都简乐互动科技有限公司,成都-高新区,6-9千/月,3-4年经验,本科
python开发工程师,http://jobs.51job.com/chengdu-gxq/91474971.html?s=01&t=0,成都泰德仁和科技有限责任公司,成都-高新区,0.8-1万/月,2年经验,
高薪诚聘性能测试工程师（Python）,http://jobs.51job.com/shenzhen-baq/91435761.html?s=01&t=0,深圳市乐玩互娱网络技术有限公司,深圳-宝安区,0.8-1.5万/月,,
C++、JAVA、PYTHON开发工程师,http://jobs.51job.com/beijing/90261993.html?s=01&t=0,国投安信期货有限公司,北京,1-2万/月,,
Python工程师（代招）,http://jobs.51job.com/shenzhen-lhq/91479512.html?s=01&t=0,深圳市伞友咖啡创业服务平台（有限合伙）,深圳-罗湖区,1.5-1.8万/月,,本科
Python安全研发工程师,http://jobs.51job.com/shanghai-pdxq/88591747.html?s=01&t=0,上海巍擎信息技术有限责任公司,上海-浦东新区,0.8-1.6万/月,,本科
Python工程师,http://jobs.51job.com/beijing-hdq/90793672.html?s=01&t=0,北京哈工大计算机网络与信息安全技术研究中心,北京-海淀区,1-1.5万/月,,本科
Python软件工程师,http://jobs.51job.com/beijing-cpq/91677079.html?s=01&t=0,北京哈特凯尔医疗科技有限公司,北京-昌平区,6-8千/月,1年经验,大专
数据平台工程师（python）,http://jobs.51job.com/shanghai-pdxq/84636014.html?s=01&t=0,上海即富信息技术服务有限公司,上海-浦东新区,1.3-1.7万/月,3-4年经验,本科
Python开发工程师,http://jobs.51job.com/guangzhou/90872301.html?s=01&t=0,广州大手互联网科技有限公司,广州,0.6-1万/月,3-4年经验,高中
python工程师,http://jobs.51job.com/suzhou-gxq/88392229.html?s=01&t=0,苏州橡木盾信息科技有限公司,苏州-高新区,3.5-4千/月,,
Python后台开发（数据分析）,http://jobs.51job.com/beijing-hdq/73188661.html?s=01&t=0,北京希望组生物科技有限公司,北京-海淀区,5-7千/月,,
Python 开发工程师,http://jobs.51job.com/xian/90532019.html?s=01&t=0,西安奥百电子科技有限公司,西安,6-8千/月,,本科
Python Developer（Python开发人员）,http://jobs.51job.com/shanghai/85865613.html?s=01&t=0,高知特信息技术（上海）有限公司 Cognizant Technology Solutions,上海,10-15万/年,,
Python开发工程师,http://jobs.51job.com/chengdu-whq/91734667.html?s=01&t=0,江苏博智软件科技股份有限公司,异地招聘,1-1.5万/月,,
Python开发工程师,http://jobs.51job.com/chongqing/89494148.html?s=01&t=0,重庆柏思睿特网络安全技术有限公司,重庆,0.8-1.5万/月,,
python/c++ 研发工程师,http://jobs.51job.com/shenzhen/80916442.html?s=01&t=0,深圳市联软科技股份有限公司,深圳,0.6-1.5万/月,,本科
业务运维工程师（python）,http://jobs.51job.com/shenzhen-nsq/87210680.html?s=01&t=0,深圳市星河互动科技有限公司,深圳-南山区,1-1.5万/月,2年经验,
python开发,http://jobs.51job.com/xian-gxjs/91776429.html?s=01&t=0,上海易宝软件有限公司深圳分公司,西安-高新技术...,1-1.5万/月,,本科
Python高级开发工程师,http://jobs.51job.com/shanghai/91758311.html?s=01&t=0,上海定菱网络科技有限公司,上海,2.5-3.5万/月,3-4年经验,本科
Python工程师（机器学习方向）,http://jobs.51job.com/beijing-hdq/91756662.html?s=01&t=0,中晋联合技术（北京）有限公司,北京-海淀区,1-1.5万/月,1年经验,大专
Python研发工程师,http://jobs.51job.com/beijing-hdq/90027929.html?s=01&t=0,小安（北京）科技有限公司,北京-海淀区,0.8-1万/月,1年经验,大专
高级python开发工程师(投资机器人）,http://jobs.51job.com/hangzhou/88179718.html?s=01&t=0,浙江核新同花顺网络信息股份有限公司,异地招聘,2-2.5万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/beijing/87083574.html?s=01&t=0,博彦科技股份有限公司,北京,1-1.5万/月,2年经验,
python工程师（爬虫）,http://jobs.51job.com/guangzhou-thq/89267821.html?s=01&t=0,广州飞特物流有限公司,广州-天河区,0.8-1.5万/月,2年经验,中专
技术工程部-python开发工程师-北京-02155,http://jobs.51job.com/beijing-hdq/89381347.html?s=01&t=0,北京搜狗科技发展有限公司,北京-海淀区,2-4万/月,,本科
python工程师,http://jobs.51job.com/chengdu/86793390.html?s=01&t=0,深圳市雁联技术服务有限公司,成都,5-7千/月,1年经验,大专
python开发工程师-北京-02211,http://jobs.51job.com/beijing/87328886.html?s=01&t=0,博彦科技股份有限公司,北京,1-1.5万/月,2年经验,
python软件工程师,http://jobs.51job.com/jiaxing/70556200.html?s=01&t=0,浙江清华长三角研究院,嘉兴,4.5-6千/月,1年经验,本科
Python 高级开发工程师,http://jobs.51job.com/nanjing/91535442.html?s=01&t=0,紫光西部数据有限公司,南京,30-40万/年,5-7年经验,本科
Python程序员,http://jobs.51job.com/shanghai/87348143.html?s=01&t=0,WeX微汇金融,上海,1.5-2.2万/月,,
python开发工程师,http://jobs.51job.com/chengdu/90230643.html?s=01&t=0,成都康特电子高新科技有限责任公司,成都,1-1.5万/月,3-4年经验,
Python开发工程师,http://jobs.51job.com/shanghai-pdxq/86027202.html?s=01&t=0,上海清鹤科技股份有限公司,上海-浦东新区,0.8-1.5万/月,,本科
Python研发工程师,http://jobs.51job.com/zhuhai/71204925.html?s=01&t=0,深圳市比量科技传媒有限公司,珠海,0.5-1万/月,2年经验,
python后台开发工程师(10001263),http://jobs.51job.com/shenzhen-nsq/89615465.html?s=01&t=0,顺丰科技有限公司,深圳-南山区,2.5-5万/月,,本科
python开发工程师,http://jobs.51job.com/shanghai-pdxq/88788642.html?s=01&t=0,微鲸科技有限公司,上海-浦东新区,1-1.5万/月,1年经验,本科
Python开发工程师,http://jobs.51job.com/shenzhen-nsq/85321381.html?s=01&t=0,深圳市和讯华谷信息技术有限公司,深圳-南山区,1.2-2.4万/月,2年经验,本科
Python工程师,http://jobs.51job.com/beijing-cyq/89726988.html?s=01&t=0,人人公司（Renren Inc）,北京-朝阳区,1-2万/月,2年经验,大专
Java/Python服务器后台开发,http://jobs.51job.com/shanghai-mhq/78865771.html?s=01&t=0,合家科技（上海）有限公司,上海-闵行区,0.8-2万/月,5-7年经验,本科
PHP/Python 开发工程师,http://jobs.51job.com/shanghai-pdxq/91433890.html?s=01&t=0,上海橘涞金融信息服务有限公司,上海-浦东新区,6-8千/月,无工作经验,本科
数据分析软件开发工程师（Python）,http://jobs.51job.com/beijing-cyq/87942991.html?s=01&t=0,华凯仕达（北京）管理咨询有限公司,北京-朝阳区,15-20万/年,3-4年经验,本科
python开发工程师,http://jobs.51job.com/guangzhou/73789600.html?s=01&t=0,有米科技股份有限公司,广州,1-1.5万/月,,
Python软件开发工程师,http://jobs.51job.com/hangzhou-xhq/77233431.html?s=01&t=0,上海特速网络科技有限公司,杭州-西湖区,1-1.5万/月,,本科
Python开发工程师（数据采集）,http://jobs.51job.com/shanghai-pdxq/84540686.html?s=01&t=0,上海创造科技创新研究促进中心,上海-浦东新区,1-2万/月,2年经验,本科
Python爬虫工程师,http://jobs.51job.com/nanjing-yhtq/88402766.html?s=01&t=0,上海讯实网络科技有限公司,南京-雨花台区,0.8-1万/月,2年经验,大专
Python研发工程师,http://jobs.51job.com/nanchang/85115319.html?s=01&t=0,江西盈通金服网络有限公司,南昌,0.6-1万/月,,
python讲师,http://jobs.51job.com/beijing-hdq/84734796.html?s=01&t=0,北京尚观科技有限公司,北京-海淀区,1.5-3万/月,,
高级Python开发工程师,http://jobs.51job.com/shanghai-pdxq/65609732.html?s=01&t=0,上海天旦网络科技发展有限公司,上海-浦东新区,1.2-2.4万/月,3-4年经验,本科
初级程序员（python）,http://jobs.51job.com/beijing/91389308.html?s=01&t=0,天恒众航（北京）科技有限公司,北京,5-7千/月,,大专
Python高级开发工程师,http://jobs.51job.com/shenzhen/91372700.html?s=01&t=0,深圳道然天下科技有限公司,深圳,1.5-2万/月,5-7年经验,
Python开发工程师,http://jobs.51job.com/taiyuan/91346321.html?s=01&t=0,速发讯达科技（北京）有限公司,太原,4-8千/月,1年经验,本科
高级python/c工程师,http://jobs.51job.com/guangzhou-thq/84613298.html?s=01&t=0,广州杰颉软件科技有限公司,广州-天河区,1.5-2万/月,3-4年经验,本科
python开发工程师,http://jobs.51job.com/beijing-hdq/91305240.html?s=01&t=0,北京宇华永信分析科技有限公司,北京-海淀区,0.8-1万/月,1年经验,本科
Python高级工程师 / 程序员,http://jobs.51job.com/beijing-cyq/64307212.html?s=01&t=0,北京辛动百年广告有限责任公司,北京-朝阳区,0.8-1万/月,1年经验,
python开发工程师,http://jobs.51job.com/shanghai-lwq/88327045.html?s=01&t=0,义橙网络科技（上海）有限公司,上海-卢湾区,0.8-1万/月,3-4年经验,本科
Python高级开发工程师,http://jobs.51job.com/beijing-cyq/91443706.html?s=01&t=0,北京旅途商务服务有限公司,北京-朝阳区,2-2.5万/月,3-4年经验,大专
Python开发工程师,http://jobs.51job.com/beijing/91293405.html?s=01&t=0,北京永信至诚科技股份有限公司,北京,1-1.5万/月,2年经验,本科
Python爬虫工程师,http://jobs.51job.com/chengdu-gxq/91077523.html?s=01&t=0,深圳市博雅成信金融服务有限公司,成都-高新区,1-1.5万/月,2年经验,本科
移动平台后端高级开发工程师（Go/Python）,http://jobs.51job.com/beijing-dcq/85995816.html?s=01&t=0,北京乐城堡科技有限公司,北京-东城区,2.5-3万/月,,本科
Python后端开发工程师,http://jobs.51job.com/nanjing-yhtq/86034098.html?s=01&t=0,南京英莫特信息科技有限公司,南京-雨花台区,1.2-2万/月,3-4年经验,本科
Python高级开发工程师,http://jobs.51job.com/shanghai-hpq/90256531.html?s=01&t=0,糖小护健康科技（上海）有限公司,上海-黄浦区,1-1.5万/月,5-7年经验,本科
Python后端工程师,http://jobs.51job.com/xiamen/90874730.html?s=01&t=0,舍之（厦门）科技有限公司,厦门,0.8-1.2万/月,,本科
Python开发工程师,http://jobs.51job.com/hangzhou-xhq/86183099.html?s=01&t=0,杭州博彦信息技术有限公司,杭州-西湖区,1.5-2万/月,2年经验,大专
python工程师（大数据方向）,http://jobs.51job.com/beijing-cyq/89655553.html?s=01&t=0,北京迅达云成科技有限公司,北京-朝阳区,1-1.5万/月,1年经验,本科
PHP/Python高级软件工程师,http://jobs.51job.com/beijing-hdq/91028559.html?s=01&t=0,A10 Networks Inc,北京-海淀区,1.5-2万/月,5-7年经验,本科
python研发工程师,http://jobs.51job.com/wuhan-wcq/87329044.html?s=01&t=0,武汉大源科技有限公司,武汉-武昌区,4-8千/月,2年经验,
运维工程师（懂python）,http://jobs.51job.com/wuhan-wcq/81653298.html?s=01&t=0,深圳市活力天汇科技股份有限公司,武汉-武昌区,0.8-1.5万/月,3-4年经验,
